"행정구역","2023년01월_계_총인구수","2023년01월_계_연령구간인구수","2023년01월_계_0~9세","2023년01월_계_10~19세","2023년01월_계_20~29세","2023년01월_계_30~39세","2023년01월_계_40~49세","2023년01월_계_50~59세","2023년01월_계_60~69세","2023년01월_계_70~79세","2023년01월_계_80~89세","2023년01월_계_90~99세","2023년01월_계_100세 이상"
"인천광역시 미추홀구 주안3동(2817764000)","8,590","8,590","387","650","1,103","940","1,239","1,425","1,482","915","396","51","2"
"인천광역시 미추홀구 주안4동(2817765000)","17,408","17,408","1,148","1,071","1,941","2,635","2,542","2,664","2,794","1,716","776","118","3"
"인천광역시 미추홀구 주안5동(2817766000)","20,492","20,492","1,090","1,217","2,753","3,180","3,021","3,446","3,223","1,629","811","115","7"
"인천광역시 미추홀구 주안6동(2817767000)","21,659","21,659","1,619","1,836","2,569","3,180","3,715","3,248","3,093","1,550","733","113","3"
"인천광역시 미추홀구 주안7동(2817768000)","12,242","12,242","437","860","1,381","1,197","1,750","2,158","2,361","1,343","666","84","5"
"인천광역시 미추홀구 주안8동(2817769000)","20,292","20,292","957","1,711","2,571","2,246","2,957","3,786","3,438","1,692","825","104","5"
"인천광역시 미추홀구 관교동(2817770000)","14,665","14,665","731","1,299","1,739","1,627","2,201","2,498","2,625","1,304","539","99","3"
"인천광역시 미추홀구 문학동(2817771000)","14,403","14,403","674","1,145","1,834","1,896","2,837","2,813","1,883","881","380","60","0"
"인천광역시 연수구 (2818500000)","385,573","385,573","34,348","43,655","47,705","53,556","68,515","64,875","46,332","16,832","8,256","1,453","46"
"인천광역시 연수구 옥련1동(2818563000)","18,855","18,855","1,109","1,783","2,383","2,068","2,928","3,529","2,879","1,353","695","127","1"
"인천광역시 연수구 옥련2동(2818564000)","19,783","19,783","1,228","2,036","2,570","2,234","3,130","3,756","2,906","1,233","599","87","4"
"인천광역시 연수구 선학동(2818575000)","16,654","16,654","731","1,040","2,088","2,094","2,221","3,091","3,318","1,305","653","107","6"
"인천광역시 연수구 연수1동(2818576100)","18,331","18,331","708","1,382","2,643","2,258","2,843","3,717","2,927","1,215","548","87","3"
"인천광역시 연수구 연수2동(2818576200)","20,593","20,593","1,188","1,564","2,857","3,192","2,931","3,552","3,232","1,215","723","132","7"
"인천광역시 연수구 연수3동(2818576300)","15,664","15,664","805","1,102","1,926","2,168","1,951","2,800","2,808","1,214","745","138","7"
"인천광역시 연수구 청학동(2818576600)","24,198","24,198","1,011","1,596","3,008","3,035","3,218","4,969","4,352","1,844","1,000","161","4"
"인천광역시 연수구 동춘1동(2818578000)","24,984","24,984","2,137","2,614","2,987","3,445","4,096","4,587","3,501","1,051","462","101","3"
"인천광역시 연수구 동춘2동(2818579000)","17,929","17,929","1,166","1,828","2,329","2,562","2,678","3,333","2,612","840","510","68","3"
"인천광역시 연수구 동춘3동(2818579500)","18,053","18,053","1,188","2,678","2,409","1,596","3,058","3,421","2,259","888","464","91","1"
"인천광역시 연수구 송도1동(2818582000)","37,784","37,784","2,666","5,432","6,607","4,160","6,393","6,499","3,993","1,333","564","135","2"
"인천광역시 연수구 송도2동(2818583000)","36,443","36,443","4,300","6,472","3,526","3,898","8,327","5,944","2,707","810","397","59","3"
"인천광역시 연수구 송도3동(2818584000)","48,717","48,717","6,045","6,384","5,978","8,368","10,090","6,592","3,610","1,143","435","72","0"
"인천광역시 연수구 송도4동(2818585000)","27,533","27,533","3,916","3,561","2,769","4,444","6,014","3,884","2,088","598","223","36","0"
"인천광역시 연수구 송도5동(2818586000)","40,052","40,052","6,150","4,183","3,625","8,034","8,637","5,201","3,140","790","238","52","2"
"인천광역시 남동구 (2820000000)","505,213","505,213","33,465","47,751","64,079","64,795","84,033","87,390","73,644","33,051","14,717","2,219","69"
"인천광역시 남동구 구월1동(2820051000)","30,801","30,801","2,505","3,148","3,786","4,034","5,603","4,926","4,236","1,704","724","128","7"
"인천광역시 남동구 구월2동(2820052000)","35,205","35,205","2,990","4,460","4,053","3,927","6,505","5,853","4,595","1,955","739","122","6"
"인천광역시 남동구 구월3동(2820052100)","30,141","30,141","1,375","1,718","6,410","5,837","4,763","4,494","3,354","1,472","638","78","2"
"인천광역시 남동구 구월4동(2820052200)","14,258","14,258","477","871","1,971","1,536","2,006","2,765","2,615","1,320","598","99","0"
"인천광역시 남동구 간석1동(2820053000)","17,665","17,665","796","1,220","2,339","2,510","2,609","3,056","2,788","1,519","699","128","1"
"인천광역시 남동구 간석2동(2820054000)","21,558","21,558","1,312","2,052","2,600","2,545","3,610","3,756","3,245","1,642","688","106","2"
"인천광역시 남동구 간석3동(2820055000)","26,719","26,719","1,297","1,853","3,634","3,436","3,911","4,989","4,403","2,119","956","116","5"
"인천광역시 남동구 간석4동(2820055100)","28,901","28,901","1,594","2,219","4,010","3,867","4,463","5,156","4,485","2,083","886","130","8"
"인천광역시 남동구 만수1동(2820056000)","16,584","16,584","728","939","1,987","2,072","2,189","3,086","3,061","1,540","875","106","1"
"인천광역시 남동구 만수2동(2820057000)","23,605","23,605","1,404","2,310","2,911","2,700","3,845","4,232","3,751","1,691","659","101","1"
"인천광역시 남동구 만수3동(2820058000)","17,245","17,245","1,121","1,551","2,288","2,051","2,704","3,018","2,741","1,214","479","77","1"
"인천광역시 남동구 만수4동(2820058100)","20,155","20,155","1,144","1,733","2,432","2,566","3,032","3,529","3,433","1,484","690","105","7"
"인천광역시 남동구 만수5동(2820058200)","15,196","15,196","548","892","2,038","1,750","1,898","2,845","2,940","1,565","632","87","1"
"인천광역시 남동구 만수6동(2820058300)","23,482","23,482","1,080","2,062","2,975","2,569","3,325","4,571","4,057","1,708","975","157","3"
"인천광역시 남동구 장수서창동(2820065000)","19,497","19,497","1,301","2,150","2,117","2,066","3,202","3,405","3,167","1,401","601","83","4"
"인천광역시 남동구 서창2동(2820065500)","38,912","38,912","4,850","4,338","3,283","6,092","8,192","4,977","4,584","1,872","620","98","6"
"인천광역시 남동구 남촌도림동(2820066000)","20,719","20,719","1,007","1,722","2,690","2,183","2,978","4,209","3,538","1,535","742","112","3"
"인천광역시 남동구 논현1동(2820069000)","31,397","31,397","2,436","3,431","3,733","3,989","5,587","5,623","4,035","1,681","762","116","4"
"인천광역시 남동구 논현2동(2820070000)","32,425","32,425","1,973","3,145","4,365","4,411","5,340","5,651","4,338","1,999","1,038","161","4"
"인천광역시 남동구 논현고잔동(2820071000)","40,748","40,748","3,527","5,937","4,457","4,654","8,271","7,249","4,278","1,547","716","109","3"
"인천광역시 부평구 (2823700000)","489,903","489,903","29,022","40,566","64,645","68,835","73,837","87,071","74,394","33,234","15,912","2,308","79"
"인천광역시 부평구 부평1동(2823751000)","35,793","35,793","1,989","2,632","5,326","5,750","5,299","6,048","5,047","2,334","1,187","174","7"
"인천광역시 부평구 부평2동(2823752000)","14,668","14,668","700","1,076","1,988","2,028","2,167","2,549","2,303","1,281","517","58","1"
"인천광역시 부평구 부평3동(2823753000)","12,372","12,372","553","735","1,488","1,602","1,730","2,180","2,210","1,165","603","103","3"
"인천광역시 부평구 부평4동(2823754000)","36,231","36,231","2,129","2,301","5,602","6,466","5,476","5,891","4,868","2,302","1,061","132","3"
"인천광역시 부평구 부평5동(2823755000)","31,698","31,698","2,294","2,197","4,721","5,737","5,175","4,993","3,967","1,702","799","109","4"
"인천광역시 부평구 부평6동(2823756000)","14,519","14,519","925","855","1,857","2,244","2,202","2,439","2,317","1,048","568","64","0"
"인천광역시 부평구 산곡1동(2823757000)","14,577","14,577","1,119","1,066","1,632","2,571","2,163","2,312","2,191","966","480","73","4"
"인천광역시 부평구 산곡2동(2823758000)","30,286","30,286","2,178","3,558","3,646","3,314","5,196","5,374","4,319","1,818","770","111","2"
"인천광역시 부평구 산곡3동(2823758100)","21,377","21,377","956","1,864","2,547","2,228","2,792","3,857","3,879","1,955","1,102","186","11"
"인천광역시 부평구 산곡4동(2823758200)","17,165","17,165","982","1,648","2,274","1,994","2,547","3,186","2,676","1,126","633","96","3"
"인천광역시 부평구 청천1동(2823759100)","6,689","6,689","265","459","795","784","968","1,386","1,278","496","222","34","2"
"인천광역시 부평구 청천2동(2823759200)","34,846","34,846","2,463","2,884","4,421","5,203","5,175","6,237","5,255","2,101","953","150","4"
"인천광역시 부평구 갈산1동(2823764100)","16,180","16,180","736","1,149","2,337","2,208","2,242","3,190","2,631","1,106","512","64","5"
"인천광역시 부평구 갈산2동(2823764200)","18,095","18,095","950","1,347","2,106","2,475","2,380","3,199","3,396","1,456","654","126","6"
"인천광역시 부평구 삼산1동(2823764600)","32,557","32,557","1,861","3,239","4,233","3,663","5,118","6,266","4,841","2,042","1,100","189","5"
"인천광역시 부평구 삼산2동(2823764800)","28,187","28,187","1,906","3,954","3,536","2,622","5,101","5,611","3,337","1,336","667","112","5"
"인천광역시 부평구 부개1동(2823765000)","16,513","16,513","764","1,049","1,918","2,108","2,322","2,845","3,142","1,601","686","75","3"
"인천광역시 부평구 부개2동(2823766000)","19,643","19,643","1,330","1,661","2,492","2,824","3,081","3,409","2,876","1,335","569","63","3"
"인천광역시 부평구 부개3동(2823766100)","29,748","29,748","1,499","2,819","4,229","3,894","4,510","5,830","4,255","1,718","843","150","1"
"인천광역시 부평구 일신동(2823767000)","12,159","12,159","835","983","1,468","1,603","1,721","1,996","2,185","917","398","53","0"
"인천광역시 부평구 십정1동(2823768000)","24,433","24,433","1,657","1,696","3,328","4,828","3,403","3,914","3,292","1,508","713","91","3"
"인천광역시 부평구 십정2동(2823769000)","22,167","22,167","931","1,394","2,701","2,689","3,069","4,359","4,129","1,921","875","95","4"
"인천광역시 계양구 (2824500000)","288,210","288,210","15,445","24,229","39,065","36,927","42,393","57,001","46,656","16,693","8,487","1,281","33"
"인천광역시 계양구 효성1동(2824560100)","27,175","27,175","1,513","2,199","3,505","3,570","3,850","5,136","4,672","1,757","860","109","4"
"인천광역시 계양구 효성2동(2824560200)","28,342","28,342","1,534","2,461","3,826","3,282","4,074","5,499","4,895","1,856","807","104","4"
"인천광역시 계양구 계산1동(2824561100)","18,709","18,709","608","1,099","2,587","2,388","2,468","3,859","3,541","1,424","651","82","2"
"인천광역시 계양구 계산2동(2824561200)","15,338","15,338","520","854","2,175","2,027","1,872","3,063","3,081","1,149","511","81","5"
"인천광역시 계양구 계산3동(2824561300)","18,591","18,591","739","1,323","2,859","2,815","2,291","3,836","3,334","847","469","78","0"
"인천광역시 계양구 계산4동(2824561400)","22,812","22,812","1,271","2,421","3,409","2,565","3,629","4,951","3,204","694","539","127","2"
"인천광역시 계양구 작전1동(2824562100)","26,967","26,967","1,437","2,463","3,759","3,299","4,021","5,394","4,289","1,468","732","105","0"
"인천광역시 계양구 작전2동(2824562200)","19,044","19,044","866","1,250","2,478","2,600","2,549","3,670","3,533","1,361","641","94","2"
"인천광역시 계양구 작전서운동(2824564000)","34,182","34,182","2,349","3,350","4,780","4,592","5,452","6,955","4,388","1,341","837","135","3"
"인천광역시 계양구 계양1동(2824571000)","20,152","20,152","1,153","1,562","2,602","2,485","2,840","3,975","3,377","1,332","713","111","2"
"인천광역시 계양구 계양2동(2824572000)","32,068","32,068","1,368","2,301","4,471","4,211","4,410","6,561","5,204","2,174","1,192","168","8"
"인천광역시 계양구 계양3동(2824573000)","24,830","24,830","2,087","2,946","2,614","3,093","4,937","4,102","3,138","1,290","535","87","1"
"인천광역시 서구 (2826000000)","592,298","592,298","52,515","60,733","72,501","88,780","104,257","99,497","71,633","27,880","12,425","2,005","72"
"인천광역시 서구 검암경서동(2826051500)","45,300","45,300","3,712","4,440","6,069","7,628","8,506","7,371","4,753","1,928","754","134","5"
"인천광역시 서구 연희동(2826053000)","39,418","39,418","1,862","3,100","6,023","4,746","5,383","8,225","6,110","2,364","1,382","216","7"
"인천광역시 서구 청라1동(2826053600)","30,815","30,815","3,368","4,377","3,729","5,240","6,283","4,453","2,251","708","357","47","2"
"인천광역시 서구 청라2동(2826053700)","48,118","48,118","5,442","6,859","5,314","7,137","10,141","7,155","4,161","1,298","521","87","3"
"인천광역시 서구 청라3동(2826053900)","34,506","34,506","4,682","4,473","3,726","6,006","7,277","4,686","2,628","706","267","53","2"
"인천광역시 서구 가정1동(2826054200)","36,765","36,765","4,577","3,127","3,920","6,545","6,520","5,396","4,317","1,591","647","120","5"
"인천광역시 서구 가정2동(2826054300)","7,224","7,224","438","410","1,047","1,152","853","1,537","1,294","329","135","28","1"
"인천광역시 서구 가정3동(2826054400)","9,249","9,249","379","612","1,429","1,194","1,129","1,998","1,679","536","249","42","2"
"인천광역시 서구 석남1동(2826055000)","21,692","21,692","963","1,454","2,784","2,868","3,001","4,221","3,986","1,636","664","114","1"
"인천광역시 서구 석남2동(2826056000)","12,525","12,525","522","824","1,506","1,428","1,699","2,442","2,451","1,155","429","66","3"
"인천광역시 서구 석남3동(2826056100)","13,421","13,421","466","1,032","1,905","1,598","1,829","2,671","2,377","1,006","466","68","3"
"인천광역시 서구 신현원창동(2826057500)","30,569","30,569","2,256","2,889","3,649","3,983","4,745","5,564","4,973","1,760","643","102","5"
"인천광역시 서구 가좌1동(2826058000)","12,853","12,853","623","816","1,849","1,835","1,754","2,456","2,114","924","429","49","4"
"인천광역시 서구 가좌2동(2826059000)","19,350","19,350","1,115","1,764","2,491","2,340","2,780","3,668","3,288","1,239","569","93","3"
"인천광역시 서구 가좌3동(2826060000)","16,368","16,368","612","1,122","2,175","1,913","2,078","3,168","3,170","1,383","647","98","2"
"인천광역시 서구 가좌4동(2826061000)","10,114","10,114","673","708","1,058","1,443","1,495","1,787","1,834","731","331","51","3"
